Year,Gebietseinheit,Altersgruppe,GeoCode,Value
2018,"Emsland",40 - 65,K03454,12930
2018,"Friesland",40 - 65,K03455,1475
2018,"Grafschaft Bentheim",40 - 65,K03456,8035
2018,"Leer",40 - 65,K03457,4425
2018,"Oldenburg",40 - 65,K03458,3925
2018,"Osnabrück",40 - 65,K03459,11200
2018,"Vechta",40 - 65,K03460,6250
2018,"Wesermarsch",40 - 65,K03461,2560
2018,"Wittmund",40 - 65,K03462,815
2018,"Statistische Region Weser-Ems",40 - 65,K034,83260
2018,"Niedersachsen",40 - 65,K030,258955
2017,"Braunschweig, Stadt",40 - 65,K03101,8595
2017,"Salzgitter, Stadt",40 - 65,K03102,5515
2017,"Wolfsburg, Stadt",40 - 65,K03103,5755
2017,"Gifhorn",40 - 65,K03151,3735
2017,"Goslar",40 - 65,K03153,3380
2017,"Helmstedt",40 - 65,K03154,2075
2017,"Northeim",40 - 65,K03155,2605
2017,"Peine",40 - 65,K03157,3425
2017,"Wolfenbüttel",40 - 65,K03158,2420
2017,"Göttingen",40 - 65,K03159,8095
2017,"Statistische Region Braunschweig",40 - 65,K031,45605
2017,"Region Hannover",40 - 65,K03241,56255
2017,"dav. Hannover, Lhst.",40 - 65,K03241001,33935
2017,"dav. Hannover, Umland",40 - 65,K03241999,22320
2017,"Diepholz",40 - 65,K03251,5265
2017,"Hameln-Pyrmont",40 - 65,K03252,5075
2017,"Hildesheim",40 - 65,K03254,6850
2017,"Holzminden",40 - 65,K03255,1380
2017,"Nienburg (Weser)",40 - 65,K03256,3235
2017,"Schaumburg",40 - 65,K03257,4460
2017,"Statistische Region Hannover",40 - 65,K032,82520
2017,"Celle",40 - 65,K03351,4190
2017,"Cuxhaven",40 - 65,K03352,4405
2017,"Harburg",40 - 65,K03353,6025
2017,"Lüchow-Dannenberg",40 - 65,K03354,815
2017,"Lüneburg",40 - 65,K03355,3620
2017,"Osterholz",40 - 65,K03356,2080
2017,"Rotenburg (Wümme)",40 - 65,K03357,3680
2017,"Heidekreis",40 - 65,K03358,3550
2017,"Stade",40 - 65,K03359,5415
2017,"Uelzen",40 - 65,K03360,1690
2017,"Verden",40 - 65,K03361,3310
2017,"Statistische Region Lüneburg",40 - 65,K033,38780
2017,"Delmenhorst, Stadt",40 - 65,K03401,3670
2017,"Emden, Stadt",40 - 65,K03402,1435
2017,"Oldenburg (Oldb), Stadt",40 - 65,K03403,4420
2017,"Osnabrück, Stadt",40 - 65,K03404,7030
2017,"Wilhelmshaven, Stadt",40 - 65,K03405,1985
2017,"Ammerland",40 - 65,K03451,2410
2017,"Aurich",40 - 65,K03452,3220
2017,"Cloppenburg",40 - 65,K03453,5370
2017,"Emsland",40 - 65,K03454,11850
2017,"Friesland",40 - 65,K03455,1380
2017,"Grafschaft Bentheim",40 - 65,K03456,7905
2017,"Leer",40 - 65,K03457,4100
2017,"Oldenburg",40 - 65,K03458,3690
2017,"Osnabrück",40 - 65,K03459,10470
2017,"Vechta",40 - 65,K03460,5790
2017,"Wesermarsch",40 - 65,K03461,2465
2017,"Wittmund",40 - 65,K03462,765
2017,"Statistische Region Weser-Ems",40 - 65,K034,77950
2017,"Niedersachsen",40 - 65,K030,244855
2016,"Braunschweig, Stadt",40 - 65,K03101,8305
2016,"Salzgitter, Stadt",40 - 65,K03102,5010
2016,"Wolfsburg, Stadt",40 - 65,K03103,5535
2016,"Gifhorn",40 - 65,K03151,3630
2016,"Goslar",40 - 65,K03153,3195
2016,"Helmstedt",40 - 65,K03154,1965
2016,"Northeim",40 - 65,K03155,2515
2016,"Peine",40 - 65,K03157,3230
2016,"Wolfenbüttel",40 - 65,K03158,2290
2016,"Göttingen",40 - 65,K03159,7690
2016,"Statistische Region Braunschweig",40 - 65,K031,43370
2016,"Region Hannover",40 - 65,K03241,53990
2016,"dav. Hannover, Lhst.",40 - 65,K03241001,32815
2016,"dav. Hannover, Umland",40 - 65,K03241999,21175
2016,"Diepholz",40 - 65,K03251,5085
2016,"Hameln-Pyrmont",40 - 65,K03252,4870
2016,"Hildesheim",40 - 65,K03254,6560
2016,"Holzminden",40 - 65,K03255,1375
2016,"Nienburg (Weser)",40 - 65,K03256,2960
2016,"Schaumburg",40 - 65,K03257,4265
2016,"Statistische Region Hannover",40 - 65,K032,79110
2016,"Celle",40 - 65,K03351,3985
2016,"Cuxhaven",40 - 65,K03352,4310
2016,"Harburg",40 - 65,K03353,5550
2016,"Lüchow-Dannenberg",40 - 65,K03354,875
2016,"Lüneburg",40 - 65,K03355,3520
2016,"Osterholz",40 - 65,K03356,2030
2016,"Rotenburg (Wümme)",40 - 65,K03357,3555
2016,"Heidekreis",40 - 65,K03358,3425
2016,"Stade",40 - 65,K03359,5160
2016,"Uelzen",40 - 65,K03360,1550
2016,"Verden",40 - 65,K03361,3120
2016,"Statistische Region Lüneburg",40 - 65,K033,37075
2016,"Delmenhorst, Stadt",40 - 65,K03401,3345
2016,"Emden, Stadt",40 - 65,K03402,1285
2016,"Oldenburg (Oldb), Stadt",40 - 65,K03403,4170
2016,"Osnabrück, Stadt",40 - 65,K03404,6815
2016,"Wilhelmshaven, Stadt",40 - 65,K03405,1835
2016,"Ammerland",40 - 65,K03451,2215
2016,"Aurich",40 - 65,K03452,3125
2016,"Cloppenburg",40 - 65,K03453,5265
2016,"Emsland",40 - 65,K03454,10930
2016,"Friesland",40 - 65,K03455,1335
2016,"Grafschaft Bentheim",40 - 65,K03456,7885
2016,"Leer",40 - 65,K03457,3940
2016,"Oldenburg",40 - 65,K03458,3385
2016,"Osnabrück",40 - 65,K03459,9785
2016,"Vechta",40 - 65,K03460,5315
2016,"Wesermarsch",40 - 65,K03461,2380
2016,"Wittmund",40 - 65,K03462,740
2016,"Statistische Region Weser-Ems",40 - 65,K034,73750
2016,"Niedersachsen",40 - 65,K030,233305
2015,"Braunschweig, Stadt",40 - 65,K03101,7855
2015,"Salzgitter, Stadt",40 - 65,K03102,4477
2015,"Wolfsburg, Stadt",40 - 65,K03103,5425
2015,"Gifhorn",40 - 65,K03151,3472
2015,"Goslar",40 - 65,K03153,2974
2015,"Helmstedt",40 - 65,K03154,1760
2015,"Northeim",40 - 65,K03155,2370
2015,"Peine",40 - 65,K03157,2989
2015,"Wolfenbüttel",40 - 65,K03158,2200
2015,"Göttingen",40 - 65,K03159,7258
2015,"Statistische Region Braunschweig",40 - 65,K031,40780
2015,"Region Hannover",40 - 65,K03241,50623
2015,"dav. Hannover, Lhst.",40 - 65,K03241001,31037
2015,"dav. Hannover, Umland",40 - 65,K03241999,19586
2015,"Diepholz",40 - 65,K03251,4805
2015,"Hameln-Pyrmont",40 - 65,K03252,4643
2015,"Hildesheim",40 - 65,K03254,6092
2015,"Holzminden",40 - 65,K03255,1333
2015,"Nienburg (Weser)",40 - 65,K03256,2630
2015,"Schaumburg",40 - 65,K03257,3986
2015,"Statistische Region Hannover",40 - 65,K032,74112
2015,"Celle",40 - 65,K03351,3719
2015,"Cuxhaven",40 - 65,K03352,3986
2015,"Harburg",40 - 65,K03353,5001
2015,"Lüchow-Dannenberg",40 - 65,K03354,814
2015,"Lüneburg",40 - 65,K03355,3110
2015,"Osterholz",40 - 65,K03356,2015
2015,"Rotenburg (Wümme)",40 - 65,K03357,3359
2015,"Heidekreis",40 - 65,K03358,3102
2015,"Stade",40 - 65,K03359,4644
2015,"Uelzen",40 - 65,K03360,1454
2015,"Verden",40 - 65,K03361,2973
2015,"Statistische Region Lüneburg",40 - 65,K033,34177
2015,"Delmenhorst, Stadt",40 - 65,K03401,3170
2015,"Emden, Stadt",40 - 65,K03402,1221
2015,"Oldenburg (Oldb), Stadt",40 - 65,K03403,3811
2015,"Osnabrück, Stadt",40 - 65,K03404,6186
2015,"Wilhelmshaven, Stadt",40 - 65,K03405,1713
2015,"Ammerland",40 - 65,K03451,2020
2015,"Aurich",40 - 65,K03452,2949
2015,"Cloppenburg",40 - 65,K03453,4651
2015,"Emsland",40 - 65,K03454,10033
2015,"Friesland",40 - 65,K03455,1246
2015,"Grafschaft Bentheim",40 - 65,K03456,7630
2015,"Leer",40 - 65,K03457,3712
2015,"Oldenburg",40 - 65,K03458,2995
2015,"Osnabrück",40 - 65,K03459,8818
2015,"Vechta",40 - 65,K03460,4869
2015,"Wesermarsch",40 - 65,K03461,2126
2015,"Wittmund",40 - 65,K03462,747
2015,"Statistische Region Weser-Ems",40 - 65,K034,67897
2015,"Niedersachsen",40 - 65,K030,216966
2014,"Braunschweig, Stadt",40 - 65,K03101,7306
2014,"Salzgitter, Stadt",40 - 65,K03102,3972
2014,"Wolfsburg, Stadt",40 - 65,K03103,5061
2014,"Gifhorn",40 - 65,K03151,3216
2014,"Goslar",40 - 65,K03153,2648
2014,"Helmstedt",40 - 65,K03154,1549
2014,"Northeim",40 - 65,K03155,2159
2014,"Peine",40 - 65,K03157,2654
2014,"Wolfenbüttel",40 - 65,K03158,1956
2014,"Göttingen",40 - 65,K03159,6731
2014,"Statistische Region Braunschweig",40 - 65,K031,37252
2014,"Region Hannover",40 - 65,K03241,46809
2014,"dav. Hannover, Lhst.",40 - 65,K03241001,29152
2014,"dav. Hannover, Umland",40 - 65,K03241999,17657
2014,"Diepholz",40 - 65,K03251,4220
2014,"Hameln-Pyrmont",40 - 65,K03252,4323
2014,"Hildesheim",40 - 65,K03254,5613
2014,"Holzminden",40 - 65,K03255,1196
2014,"Nienburg (Weser)",40 - 65,K03256,2420
2014,"Schaumburg",40 - 65,K03257,3664
2014,"Statistische Region Hannover",40 - 65,K032,68245
2014,"Celle",40 - 65,K03351,3462
2014,"Cuxhaven",40 - 65,K03352,3573
2014,"Harburg",40 - 65,K03353,4785
2014,"Lüchow-Dannenberg",40 - 65,K03354,740
2014,"Lüneburg",40 - 65,K03355,2920
2014,"Osterholz",40 - 65,K03356,1831
2014,"Rotenburg (Wümme)",40 - 65,K03357,3032
2014,"Heidekreis",40 - 65,K03358,2789
2014,"Stade",40 - 65,K03359,4059
2014,"Uelzen",40 - 65,K03360,1292
2014,"Verden",40 - 65,K03361,2727
2014,"Statistische Region Lüneburg",40 - 65,K033,31210
2014,"Delmenhorst, Stadt",40 - 65,K03401,2707
2014,"Emden, Stadt",40 - 65,K03402,1094
2014,"Oldenburg (Oldb), Stadt",40 - 65,K03403,3506
2014,"Osnabrück, Stadt",40 - 65,K03404,5731
2014,"Wilhelmshaven, Stadt",40 - 65,K03405,1560
2014,"Ammerland",40 - 65,K03451,1801
2014,"Aurich",40 - 65,K03452,2663
2014,"Cloppenburg",40 - 65,K03453,4284
2014,"Emsland",40 - 65,K03454,8996
2014,"Friesland",40 - 65,K03455,1103
2014,"Grafschaft Bentheim",40 - 65,K03456,7311
2014,"Leer",40 - 65,K03457,3459
2014,"Oldenburg",40 - 65,K03458,2705
2014,"Osnabrück",40 - 65,K03459,8009
2014,"Vechta",40 - 65,K03460,4291
2014,"Wesermarsch",40 - 65,K03461,1924
2014,"Wittmund",40 - 65,K03462,635
2014,"Statistische Region Weser-Ems",40 - 65,K034,61779
2014,"Niedersachsen",40 - 65,K030,198486
2013,"Braunschweig, Stadt",40 - 65,K03101,6932
2013,"Salzgitter, Stadt",40 - 65,K03102,3603
2013,"Wolfsburg, Stadt",40 - 65,K03103,4733
2013,"Gifhorn",40 - 65,K03151,2945
2013,"Goslar",40 - 65,K03153,2440
2013,"Helmstedt",40 - 65,K03154,1454
2013,"Northeim",40 - 65,K03155,1964
2013,"Peine",40 - 65,K03157,2492
2013,"Wolfenbüttel",40 - 65,K03158,1846
2013,"Göttingen",40 - 65,K03159,6406
2013,"Statistische Region Braunschweig",40 - 65,K031,34815
2013,"Region Hannover",40 - 65,K03241,44012
2013,"dav. Hannover, Lhst.",40 - 65,K03241001,27536
2013,"dav. Hannover, Umland",40 - 65,K03241999,16476
2013,"Diepholz",40 - 65,K03251,4001
2013,"Hameln-Pyrmont",40 - 65,K03252,4106
2013,"Hildesheim",40 - 65,K03254,5383
2013,"Holzminden",40 - 65,K03255,1177
2013,"Nienburg (Weser)",40 - 65,K03256,2215
2013,"Schaumburg",40 - 65,K03257,3498
2013,"Statistische Region Hannover",40 - 65,K032,64392
2013,"Celle",40 - 65,K03351,3214
2013,"Cuxhaven",40 - 65,K03352,3279
2013,"Harburg",40 - 65,K03353,4651
2013,"Lüchow-Dannenberg",40 - 65,K03354,665
2013,"Lüneburg",40 - 65,K03355,2746
2013,"Osterholz",40 - 65,K03356,1649
2013,"Rotenburg (Wümme)",40 - 65,K03357,2808
2013,"Heidekreis",40 - 65,K03358,2596
2013,"Stade",40 - 65,K03359,3785
2013,"Uelzen",40 - 65,K03360,1104
2013,"Verden",40 - 65,K03361,2613
2013,"Statistische Region Lüneburg",40 - 65,K033,29110
2013,"Delmenhorst, Stadt",40 - 65,K03401,2409
2013,"Emden, Stadt",40 - 65,K03402,1028
2013,"Oldenburg (Oldb), Stadt",40 - 65,K03403,3243
2013,"Osnabrück, Stadt",40 - 65,K03404,5454
2013,"Wilhelmshaven, Stadt",40 - 65,K03405,1522
2013,"Ammerland",40 - 65,K03451,1646
2013,"Aurich",40 - 65,K03452,2402
2013,"Cloppenburg",40 - 65,K03453,3749
2013,"Emsland",40 - 65,K03454,8391
2013,"Friesland",40 - 65,K03455,1052
2013,"Grafschaft Bentheim",40 - 65,K03456,7181
2013,"Leer",40 - 65,K03457,3234
2013,"Oldenburg",40 - 65,K03458,2505
2013,"Osnabrück",40 - 65,K03459,7559
2013,"Vechta",40 - 65,K03460,3818
2013,"Wesermarsch",40 - 65,K03461,1819
2013,"Wittmund",40 - 65,K03462,573
2013,"Statistische Region Weser-Ems",40 - 65,K034,57585
2013,"Niedersachsen",40 - 65,K030,185902
2012,"Braunschweig, Stadt",40 - 65,K03101,6539
2012,"Salzgitter, Stadt",40 - 65,K03102,3364
2012,"Wolfsburg, Stadt",40 - 65,K03103,4443
2012,"Gifhorn",40 - 65,K03151,2810
2012,"Goslar",40 - 65,K03153,2331
2012,"Helmstedt",40 - 65,K03154,1403
2012,"Northeim",40 - 65,K03155,1895
2012,"Peine",40 - 65,K03157,2313
2012,"Wolfenbüttel",40 - 65,K03158,1751
2012,"Göttingen",40 - 65,K03159,6184
2012,"Statistische Region Braunschweig",40 - 65,K031,33033
2012,"Region Hannover",40 - 65,K03241,41593
2012,"dav. Hannover, Lhst.",40 - 65,K03241001,26335
2012,"dav. Hannover, Umland",40 - 65,K03241999,15258
2012,"Diepholz",40 - 65,K03251,3390
2012,"Hameln-Pyrmont",40 - 65,K03252,4022
2012,"Hildesheim",40 - 65,K03254,5091
2012,"Holzminden",40 - 65,K03255,1147
2012,"Nienburg (Weser)",40 - 65,K03256,2051
2012,"Schaumburg",40 - 65,K03257,3372
2012,"Statistische Region Hannover",40 - 65,K032,60666
2012,"Celle",40 - 65,K03351,3060
2012,"Cuxhaven",40 - 65,K03352,3116
2012,"Harburg",40 - 65,K03353,4510
2012,"Lüchow-Dannenberg",40 - 65,K03354,605
2012,"Lüneburg",40 - 65,K03355,2601
2012,"Osterholz",40 - 65,K03356,1550
2012,"Rotenburg (Wümme)",40 - 65,K03357,2680
2012,"Heidekreis",40 - 65,K03358,2330
2012,"Stade",40 - 65,K03359,3459
2012,"Uelzen",40 - 65,K03360,1004
2012,"Verden",40 - 65,K03361,2438
2012,"Statistische Region Lüneburg",40 - 65,K033,27353
2012,"Delmenhorst, Stadt",40 - 65,K03401,2206
2012,"Emden, Stadt",40 - 65,K03402,904
2012,"Oldenburg (Oldb), Stadt",40 - 65,K03403,3067
2012,"Osnabrück, Stadt",40 - 65,K03404,5143
2012,"Wilhelmshaven, Stadt",40 - 65,K03405,1618
2012,"Ammerland",40 - 65,K03451,1610
2012,"Aurich",40 - 65,K03452,2208
2012,"Cloppenburg",40 - 65,K03453,3573
2012,"Emsland",40 - 65,K03454,8005
2012,"Friesland",40 - 65,K03455,1005
2012,"Grafschaft Bentheim",40 - 65,K03456,7050
2012,"Leer",40 - 65,K03457,3053
2012,"Oldenburg",40 - 65,K03458,2226
2012,"Osnabrück",40 - 65,K03459,7106
2012,"Vechta",40 - 65,K03460,3580
2012,"Wesermarsch",40 - 65,K03461,1701
2012,"Wittmund",40 - 65,K03462,533
2012,"Statistische Region Weser-Ems",40 - 65,K034,54588
2012,"Niedersachsen",40 - 65,K030,175640
2020,"Braunschweig, Stadt",65 - 80,K03101,2110
2020,"Salzgitter, Stadt",65 - 80,K03102,1390
2020,"Wolfsburg, Stadt",65 - 80,K03103,1655
2020,"Gifhorn",65 - 80,K03151,840
2020,"Goslar",65 - 80,K03153,1020
2020,"Helmstedt",65 - 80,K03154,450
2020,"Northeim",65 - 80,K03155,620
2020,"Peine",65 - 80,K03157,645
2020,"Wolfenbüttel",65 - 80,K03158,505
2020,"Göttingen",65 - 80,K03159,2110
2020,"Statistische Region Braunschweig",65 - 80,K031,11340
2020,"Region Hannover",65 - 80,K03241,14770
2020,"dav. Hannover, Lhst.",65 - 80,K03241001,9495
2020,"dav. Hannover, Umland",65 - 80,K03241999,5275
2020,"Diepholz",65 - 80,K03251,910
2020,"Hameln-Pyrmont",65 - 80,K03252,1460
2020,"Hildesheim",65 - 80,K03254,1765
2020,"Holzminden",65 - 80,K03255,420
2020,"Nienburg (Weser)",65 - 80,K03256,545
2020,"Schaumburg",65 - 80,K03257,1075
2020,"Statistische Region Hannover",65 - 80,K032,20940
2020,"Celle",65 - 80,K03351,970
2020,"Cuxhaven",65 - 80,K03352,955
2020,"Harburg",65 - 80,K03353,1380
2020,"Lüchow-Dannenberg",65 - 80,K03354,175
2020,"Lüneburg",65 - 80,K03355,690
2020,"Osterholz",65 - 80,K03356,440
2020,"Rotenburg (Wümme)",65 - 80,K03357,715
2020,"Heidekreis",65 - 80,K03358,700
2020,"Stade",65 - 80,K03359,925
2020,"Uelzen",65 - 80,K03360,305
2020,"Verden",65 - 80,K03361,660
2020,"Statistische Region Lüneburg",65 - 80,K033,7920
2020,"Delmenhorst, Stadt",65 - 80,K03401,825
2020,"Emden, Stadt",65 - 80,K03402,240
2020,"Oldenburg (Oldb), Stadt",65 - 80,K03403,925
2020,"Osnabrück, Stadt",65 - 80,K03404,1660
2020,"Wilhelmshaven, Stadt",65 - 80,K03405,455
2020,"Ammerland",65 - 80,K03451,410
2020,"Aurich",65 - 80,K03452,565
2020,"Cloppenburg",65 - 80,K03453,530
2020,"Emsland",65 - 80,K03454,2290
2020,"Friesland",65 - 80,K03455,315
2020,"Grafschaft Bentheim",65 - 80,K03456,2935
2020,"Leer",65 - 80,K03457,1050
2020,"Oldenburg",65 - 80,K03458,430
2020,"Osnabrück",65 - 80,K03459,1885
2020,"Vechta",65 - 80,K03460,665
2020,"Wesermarsch",65 - 80,K03461,510
2020,"Wittmund",65 - 80,K03462,145
2020,"Statistische Region Weser-Ems",65 - 80,K034,15830
2020,"Niedersachsen",65 - 80,K030,56035
2019,"Braunschweig, Stadt",65 - 80,K03101,2095
2019,"Salzgitter, Stadt",65 - 80,K03102,1400
2019,"Wolfsburg, Stadt",65 - 80,K03103,1610
2019,"Gifhorn",65 - 80,K03151,795
2019,"Goslar",65 - 80,K03153,1000
2019,"Helmstedt",65 - 80,K03154,415
2019,"Northeim",65 - 80,K03155,610
2019,"Peine",65 - 80,K03157,625
2019,"Wolfenbüttel",65 - 80,K03158,490
2019,"Göttingen",65 - 80,K03159,2090
2019,"Statistische Region Braunschweig",65 - 80,K031,11130
2019,"Region Hannover",65 - 80,K03241,14690
2019,"dav. Hannover, Lhst.",65 - 80,K03241001,9595
2019,"dav. Hannover, Umland",65 - 80,K03241999,5095
2019,"Diepholz",65 - 80,K03251,855
2019,"Hameln-Pyrmont",65 - 80,K03252,1450
2019,"Hildesheim",65 - 80,K03254,1785
2019,"Holzminden",65 - 80,K03255,415
2019,"Nienburg (Weser)",65 - 80,K03256,525
2019,"Schaumburg",65 - 80,K03257,1050
2019,"Statistische Region Hannover",65 - 80,K032,20775
2019,"Celle",65 - 80,K03351,925
2019,"Cuxhaven",65 - 80,K03352,930
2019,"Harburg",65 - 80,K03353,1285
2019,"Lüchow-Dannenberg",65 - 80,K03354,160
2019,"Lüneburg",65 - 80,K03355,675
2019,"Osterholz",65 - 80,K03356,395
2019,"Rotenburg (Wümme)",65 - 80,K03357,645
2019,"Heidekreis",65 - 80,K03358,685
2019,"Stade",65 - 80,K03359,895
2019,"Uelzen",65 - 80,K03360,305
2019,"Verden",65 - 80,K03361,640
2019,"Statistische Region Lüneburg",65 - 80,K033,7545
2019,"Delmenhorst, Stadt",65 - 80,K03401,830
2019,"Emden, Stadt",65 - 80,K03402,225
2019,"Oldenburg (Oldb), Stadt",65 - 80,K03403,875
2019,"Osnabrück, Stadt",65 - 80,K03404,1630
2019,"Wilhelmshaven, Stadt",65 - 80,K03405,450
2019,"Ammerland",65 - 80,K03451,385
2019,"Aurich",65 - 80,K03452,555
2019,"Cloppenburg",65 - 80,K03453,495
2019,"Emsland",65 - 80,K03454,2180
2019,"Friesland",65 - 80,K03455,300
2019,"Grafschaft Bentheim",65 - 80,K03456,2905
2019,"Leer",65 - 80,K03457,1020
2019,"Oldenburg",65 - 80,K03458,390
2019,"Osnabrück",65 - 80,K03459,1815
2019,"Vechta",65 - 80,K03460,630
2019,"Wesermarsch",65 - 80,K03461,520
2019,"Wittmund",65 - 80,K03462,130
2019,"Statistische Region Weser-Ems",65 - 80,K034,15340
2019,"Niedersachsen",65 - 80,K030,54790
2018,"Braunschweig, Stadt",65 - 80,K03101,2105
2018,"Salzgitter, Stadt",65 - 80,K03102,1445
2018,"Wolfsburg, Stadt",65 - 80,K03103,1590
2018,"Gifhorn",65 - 80,K03151,825
2018,"Goslar",65 - 80,K03153,1000
2018,"Helmstedt",65 - 80,K03154,400
2018,"Northeim",65 - 80,K03155,620
2018,"Peine",65 - 80,K03157,640
2018,"Wolfenbüttel",65 - 80,K03158,485
2018,"Göttingen",65 - 80,K03159,2055
2018,"Statistische Region Braunschweig",65 - 80,K031,11175
2018,"Region Hannover",65 - 80,K03241,14360
2018,"dav. Hannover, Lhst.",65 - 80,K03241001,9360
2018,"dav. Hannover, Umland",65 - 80,K03241999,5000
2018,"Diepholz",65 - 80,K03251,845
2018,"Hameln-Pyrmont",65 - 80,K03252,1460
2018,"Hildesheim",65 - 80,K03254,1755
2018,"Holzminden",65 - 80,K03255,430
2018,"Nienburg (Weser)",65 - 80,K03256,540
2018,"Schaumburg",65 - 80,K03257,1050
2018,"Statistische Region Hannover",65 - 80,K032,20440
2018,"Celle",65 - 80,K03351,930
2018,"Cuxhaven",65 - 80,K03352,890
2018,"Harburg",65 - 80,K03353,1185
2018,"Lüchow-Dannenberg",65 - 80,K03354,160
2018,"Lüneburg",65 - 80,K03355,670
2018,"Osterholz",65 - 80,K03356,380
2018,"Rotenburg (Wümme)",65 - 80,K03357,610
2018,"Heidekreis",65 - 80,K03358,665
2018,"Stade",65 - 80,K03359,870
2018,"Uelzen",65 - 80,K03360,300
2018,"Verden",65 - 80,K03361,660
2018,"Statistische Region Lüneburg",65 - 80,K033,7315
2018,"Delmenhorst, Stadt",65 - 80,K03401,810
2018,"Emden, Stadt",65 - 80,K03402,220
2018,"Oldenburg (Oldb), Stadt",65 - 80,K03403,860
2018,"Osnabrück, Stadt",65 - 80,K03404,1665
2018,"Wilhelmshaven, Stadt",65 - 80,K03405,455
2018,"Ammerland",65 - 80,K03451,375
2018,"Aurich",65 - 80,K03452,535
2018,"Cloppenburg",65 - 80,K03453,475
2018,"Emsland",65 - 80,K03454,2145
2018,"Friesland",65 - 80,K03455,305
2018,"Grafschaft Bentheim",65 - 80,K03456,2860
2018,"Leer",65 - 80,K03457,990
2018,"Oldenburg",65 - 80,K03458,395
2018,"Osnabrück",65 - 80,K03459,1775
2018,"Vechta",65 - 80,K03460,585
2018,"Wesermarsch",65 - 80,K03461,510
2018,"Wittmund",65 - 80,K03462,130
2018,"Statistische Region Weser-Ems",65 - 80,K034,15085
2018,"Niedersachsen",65 - 80,K030,54015
2017,"Braunschweig, Stadt",65 - 80,K03101,2075
2017,"Salzgitter, Stadt",65 - 80,K03102,1480
2017,"Wolfsburg, Stadt",65 - 80,K03103,1560
2017,"Gifhorn",65 - 80,K03151,810
2017,"Goslar",65 - 80,K03153,970
2017,"Helmstedt",65 - 80,K03154,390
2017,"Northeim",65 - 80,K03155,605
2017,"Peine",65 - 80,K03157,640
2017,"Wolfenbüttel",65 - 80,K03158,465
2017,"Göttingen",65 - 80,K03159,2040
2017,"Statistische Region Braunschweig",65 - 80,K031,11035
2017,"Region Hannover",65 - 80,K03241,14105
2017,"dav. Hannover, Lhst.",65 - 80,K03241001,9230
2017,"dav. Hannover, Umland",65 - 80,K03241999,4875
2017,"Diepholz",65 - 80,K03251,790
2017,"Hameln-Pyrmont",65 - 80,K03252,1485
2017,"Hildesheim",65 - 80,K03254,1725
2017,"Holzminden",65 - 80,K03255,440
2017,"Nienburg (Weser)",65 - 80,K03256,505
2017,"Schaumburg",65 - 80,K03257,1070
2017,"Statistische Region Hannover",65 - 80,K032,20120
2017,"Celle",65 - 80,K03351,925
2017,"Cuxhaven",65 - 80,K03352,865
2017,"Harburg",65 - 80,K03353,1140
2017,"Lüchow-Dannenberg",65 - 80,K03354,150
2017,"Lüneburg",65 - 80,K03355,655
2017,"Osterholz",65 - 80,K03356,365
2017,"Rotenburg (Wümme)",65 - 80,K03357,580
2017,"Heidekreis",65 - 80,K03358,650
2017,"Stade",65 - 80,K03359,815
2017,"Uelzen",65 - 80,K03360,290
2017,"Verden",65 - 80,K03361,635
2017,"Statistische Region Lüneburg",65 - 80,K033,7060
2017,"Delmenhorst, Stadt",65 - 80,K03401,790
2017,"Emden, Stadt",65 - 80,K03402,220
2017,"Oldenburg (Oldb), Stadt",65 - 80,K03403,810
2017,"Osnabrück, Stadt",65 - 80,K03404,1695
2017,"Wilhelmshaven, Stadt",65 - 80,K03405,445
2017,"Ammerland",65 - 80,K03451,345
2017,"Aurich",65 - 80,K03452,505
2017,"Cloppenburg",65 - 80,K03453,445
2017,"Emsland",65 - 80,K03454,2110
2017,"Friesland",65 - 80,K03455,305
2017,"Grafschaft Bentheim",65 - 80,K03456,2795
2017,"Leer",65 - 80,K03457,960
2017,"Oldenburg",65 - 80,K03458,380
2017,"Osnabrück",65 - 80,K03459,1730
2017,"Vechta",65 - 80,K03460,565
2017,"Wesermarsch",65 - 80,K03461,505
2017,"Wittmund",65 - 80,K03462,120
2017,"Statistische Region Weser-Ems",65 - 80,K034,14730
2017,"Niedersachsen",65 - 80,K030,52945
2016,"Braunschweig, Stadt",65 - 80,K03101,2040
2016,"Salzgitter, Stadt",65 - 80,K03102,1495
2016,"Wolfsburg, Stadt",65 - 80,K03103,1470
2016,"Gifhorn",65 - 80,K03151,770
2016,"Goslar",65 - 80,K03153,965
2016,"Helmstedt",65 - 80,K03154,400
2016,"Northeim",65 - 80,K03155,595
2016,"Peine",65 - 80,K03157,645
2016,"Wolfenbüttel",65 - 80,K03158,465
2016,"Göttingen",65 - 80,K03159,2025
2016,"Statistische Region Braunschweig",65 - 80,K031,10865
2016,"Region Hannover",65 - 80,K03241,13785
2016,"dav. Hannover, Lhst.",65 - 80,K03241001,9020
2016,"dav. Hannover, Umland",65 - 80,K03241999,4765
2016,"Diepholz",65 - 80,K03251,770
2016,"Hameln-Pyrmont",65 - 80,K03252,1485
2016,"Hildesheim",65 - 80,K03254,1705
2016,"Holzminden",65 - 80,K03255,425
2016,"Nienburg (Weser)",65 - 80,K03256,480
2016,"Schaumburg",65 - 80,K03257,1045
2016,"Statistische Region Hannover",65 - 80,K032,19690
2016,"Celle",65 - 80,K03351,870
2016,"Cuxhaven",65 - 80,K03352,820
2016,"Harburg",65 - 80,K03353,1075
